Name (or Code),RIC,Country,Market Capitalisation (million USD),adv(million USD),GICS Sector,GICS Industry,99/10/18-00/4/1,99/10/18-99/11/19,99/10/18-00/3/6,99/11/19-00/3/6,99/10/18-00/12/31,00/3/6-00/12/31,16/11/8-17/4/30
Sing Lee Software Group Ltd,8076.HK,Hong_Kong,20.00,0.005513545,Information Technology,Software,,,,,,,-9.547738693
Huayu Expressway Group Ltd,1823.HK,Hong_Kong,43.48,0.009740544,Industrials,Construction & Engineering,,,,,,,17.14285714
Media Chinese International Ltd,0685.HK,Hong_Kong,242.96,0.000786405,Consumer Discretionary,Media,196.6101695,66.94915255,224.1525424,94.16243655,64.50623863,-49.25036299,-5.071413433
Southeast Asia Properties & Finance Ltd,0252.HK,Hong_Kong,93.65,0.00064607,Materials,Containers & Packaging,56.25,0,78.125,78.125,27.31481091,-28.52501843,-9.048534161
Success Universe Group Ltd,0487.HK,Hong_Kong,138.66,0.013835269,Consumer Discretionary,"Hotels, Restaurants & Leisure",65.92920354,-14.60176991,81.4159292,112.4352332,-7.079646016,-48.7804878,23.03370786
China Nonferrous Mining Corp Ltd,1258.HK,Hong_Kong,578.68,0.002839428,Materials,Metals & Mining,,,,,,,22.85714286
Bauhaus International Holdings Ltd,0483.HK,Hong_Kong,57.63,0.015629612,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",,,,,,,-18.66666666
China Tianrui Group Cement Co Ltd,1252.HK,Hong_Kong,617.13,0,Materials,Construction Materials,,,,,,,4.166666668
Shanghai Jiaoda Withub Information Industrial Co Ltd,8205.HK,Hong_Kong,31.46,0.003312248,Information Technology,"Electronic Equipment, Instruments & Components",,,,,,,-19.04761905
Zhejiang Prospect Co Ltd,8273.HK,Hong_Kong,21.46,0.002121937,Consumer Discretionary,Auto Components,,,,,,,-1.40E-09
Sunfonda Group Holdings Ltd,1771.HK,Hong_Kong,145.74,0.004411466,Consumer Discretionary,Specialty Retail,,,,,,,-22.85714286
UBA Investments Ltd,0768.HK,Hong_Kong,17.71,0.004933092,Financials,Capital Markets,110.8843538,,95.5782313,95.5782313,56.46258504,-20,-15.03267974
China Solar Energy Holdings Ltd,0155.HK,Hong_Kong,35.73,0,Information Technology,Semiconductors & Semiconductor Equipment,108.8244922,9.589031509,127.1424094,107.2674667,-51.27423194,-78.54836171,
China Agrotech Holdings Ltd,1073.HK,Hong_Kong,31.55,0,Industrials,Trading Companies & Distributors,-54.16666667,,-51.5625,-51.5625,-62.5,-22.58064516,
Ruifeng Petroleum Chemical Holdings Ltd,8096.HK,Hong_Kong,NULL,0,Energy,"Oil, Gas & Consumable Fuels",,,,,,,
Daqing Dairy Holdings Ltd,1007.HK,Hong_Kong,218.98,0,Consumer Staples,Food Products,,,,,,,0
Real Gold Mining Ltd,0246.HK,Hong_Kong,1038.73,0,Materials,Metals & Mining,,,,,,,
Mingyuan Medicare Development Co Ltd,0233.HK,Hong_Kong,130.00,0,Health Care,Health Care Equipment & Supplies,48.4375,5.405405407,83.59375,74.1786859,-7.812499994,-49.78723404,
Luk Hing Entertainment Group Holdings Ltd,8052.HK,Hong_Kong,33.54,0.053476176,Consumer Discretionary,"Hotels, Restaurants & Leisure",,,,,,,-96.54761905
Grand T G Gold Holdiings Ltd,8299.HK,Hong_Kong,124.77,0,NULL,NULL,,,,,,,
Armada Holdings Ltd,0583.HK,Hong_Kong,403.13,0.017545643,Real Estate,Real Estate Management & Development,34.02472678,10.79377414,46.53370128,32.25806451,8.807507733,-25.74574533,-9.909909909
Greens Holdings Ltd,1318.HK,Hong_Kong,101.13,0,Industrials,Machinery,,,,,,,0
Bel Global Resources Holdings Ltd,0761.HK,Hong_Kong,66.90,0,Industrials,Trading Companies & Distributors,86.20689655,-13.79310345,93.10344827,124,13.79310345,-41.07142857,
PacRay International Holdings Ltd,1010.HK,Hong_Kong,73.78,0,Information Technology,Semiconductors & Semiconductor Equipment,168.5185185,3.703703704,251.8518519,239.2857143,51.85185186,-56.84210526,
Z-Obee Holdings Ltd,0948.HK,Hong_Kong,20.66,0,Information Technology,"Electronic Equipment, Instruments & Components",,,,,,,
Boshiwa International Holding Ltd,1698.HK,Hong_Kong,449.71,0,Consumer Discretionary,Specialty Retail,,,,,,,
Fujian Nuoqi Co Ltd,1353.HK,Hong_Kong,78.76,0,Consumer Discretionary,Specialty Retail,,,,,,,0
PanAsialum Holdings Co Ltd,2078.HK,Hong_Kong,133.00,0,Information Technology,"Electronic Equipment, Instruments & Components",,,,,,,0
Hanergy Thin Film Power Group Ltd,0566.HK,Hong_Kong,21046.88,0,Information Technology,Semiconductors & Semiconductor Equipment,3.333333334,-7.499999998,14.16666667,23.42342342,17.51411945,2.932075432,
Nickel Resources International Holdings Co Ltd,2889.HK,Hong_Kong,97.15,0,Materials,Metals & Mining,,,,,,,
China Longevity Group Co Ltd,1863.HK,Hong_Kong,150.55,0,Materials,Chemicals,,,,,,,0
Kaisa Group Holdings Ltd,1638.HK,Hong_Kong,1538.68,10.64288657,NULL,NULL,,,,,,,-4.115226337
Tianhe Chemicals Group Ltd,1619.HK,Hong_Kong,3742.17,0,Materials,Chemicals,,,,,,,
Han Tang International Holdings Ltd,1187.HK,Hong_Kong,53.25,0,Energy,"Oil, Gas & Consumable Fuels",-2.352941176,0,-2.352941176,-2.352941176,5.882352942,8.43373494,
Mayer Holdings Ltd,1116.HK,Hong_Kong,14.72,0,Materials,Metals & Mining,,,,,,,
DBA Telecommunication Asia Holdings Ltd,3335.HK,Hong_Kong,272.65,0,Information Technology,Communications Equipment,,,,,,,
Superb Summit International Group Ltd,1228.HK,Hong_Kong,1542.27,0,Materials,Paper & Forest Products,,,,,,,
Golden Shield Holdings Industrial Ltd,2123.HK,Hong_Kong,32.65,0,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",,,,,,,
Zhongda International Holdings Ltd,0909.HK,Hong_Kong,59.62,0,Consumer Discretionary,Auto Components,,,,,,,
Mando China Holdings Ltd,1356.HK,Hong_Kong,Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).,0,NULL,NULL,,,,,,,
Guangdong Kanghua Healthcare Co Ltd,3689.HK,Hong_Kong,495.95,0.450404896,Health Care,Health Care Providers & Services,,,,,,,8.867924533
China Art Financial Holdings Ltd,1572.HK,Hong_Kong,160.39,0.096705367,Financials,Consumer Finance,,,,,,,-2.500000002
China Lumena New Materials Corp,0067.HK,Hong_Kong,903.09,0,Materials,Chemicals,,,,,,,0
Scud Group Ltd,1399.HK,Hong_Kong,146.19,0,Industrials,Electrical Equipment,,,,,,,
China Forestry Holdings Co Ltd,0930.HK,Hong_Kong,NULL,0,Materials,Paper & Forest Products,,,,,,,
Dejin Resources Group Co Ltd,1163.HK,Hong_Kong,11.92,0,Consumer Discretionary,Household Durables,11.86440678,6.779661017,1.694915255,-4.761904762,23.34948752,21.29366273,
Flyke International Holdings Ltd,1998.HK,Hong_Kong,39.80,0,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",,,,,,,0
Clifford Modern Living Holdings Ltd,3686.HK,Hong_Kong,78.40,0.087087608,Industrials,Industrial Conglomerates,,,,,,,-1.612903228
Daisho Microline Holdings Ltd,0567.HK,Hong_Kong,31.85,0.057226015,Information Technology,"Electronic Equipment, Instruments & Components",58.51091144,7.317073174,61.02695765,50.0478469,-35.00213949,-59.63541667,-38.57142857
COFCO Meat Holdings Ltd,1610.HK,Hong_Kong,847.51,1.245950944,Consumer Staples,Food Products,,,,,,,14.18918919
Qunxing Paper Holdings Co Ltd,3868.HK,Hong_Kong,412.56,0,Materials,Paper & Forest Products,,,,,,,0
China Taifeng Beddings Holdings Ltd,0873.HK,Hong_Kong,139.22,0,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",,,,,,,0
Natural Dairy NZ Holdings Ltd,0462.HK,Hong_Kong,768.92,0,Consumer Staples,Food & Staples Retailing,,,,,,,
China High Precision Automation Group Ltd,0591.HK,Hong_Kong,163.22,0,Information Technology,"Electronic Equipment, Instruments & Components",,,,,,,0
Anxin-China Holdings Ltd,1149.HK,Hong_Kong,151.94,0,Information Technology,"Electronic Equipment, Instruments & Components",,,,,,,
Dynasty Fine Wines Group Ltd,0828.HK,Hong_Kong,231.92,0,Consumer Staples,Beverages,,,,,,,
China Shanshui Cement Group Ltd,0691.HK,Hong_Kong,2738.60,0,Materials,Construction Materials,,,,,,,0
Trony Solar Holdings Co Ltd,2468.HK,Hong_Kong,128.82,0,Information Technology,Semiconductors & Semiconductor Equipment,,,,,,,
China Oriental Group Co Ltd,0581.HK,Hong_Kong,1035.30,1.758890824,Materials,Metals & Mining,,,,,,,33.91812866
China Nonferrous Metals Co Ltd,8306.HK,Hong_Kong,45.37,0,Materials,Metals & Mining,,,,,,,
China Animal Healthcare Ltd,0940.HK,Hong_Kong,1318.01,0,Health Care,Pharmaceuticals,,,,,,,0
Sinopec Oilfield Service Corp,IPO-SCOS.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
e-Shang Redwood Ltd,IPO-ESRW.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Garden Fresh Group Holding Co Ltd,IPO-GDFH.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Xiamen Meitu Technology Co Ltd,IPO-XMMT.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Guangdong Qide Education Services Co Ltd,IPO-EDUI.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Jiangsu Hansoh Pharmaceutical Co Ltd,IPO-JSHP.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Zhongmei Healthcare Group Ltd,IPO-ZMHG.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
FCS Nelson Holdings Ltd,IPO-FCSN.HK,Hong_Kong,23.13,0.02563437,NULL,NULL,,,,,,,-95.72446556
Dalian Maple Leaf Educational Systems Co Ltd,IPO-MAPL.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Hongkong Mining Investments Ltd,IPO-HHMI.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Chery Huiyin Motor Finance Service Co Ltd,IPO-CHYM.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Wan Cheng Metal Packaging Co Ltd,IPO-WCMT.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
KNK Holdings Ltd,IPO-KNKH.HK,Hong_Kong,88.64,0.136601353,NULL,NULL,,,,,,,89.65517242
United Asia Finance Ltd,IPO-UAFL.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Bi Feng Tang Group Corp Hldg,IPO-BFTG.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Sinomax Health & Household Products Ltd,IPO-SINO.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Aquis Casino Acquisitions Pty Ltd,IPO-ACAC.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
CCCC Dredging Group Co Ltd,IPO-CCCD.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Victoria Peak Co Ltd,IPO-VRPK.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Asiaray Advertising Media Ltd,IPO-AAMT.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
UNV Digital Technologies Ltd,IPO-UNVD.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Echosens SASU,IPO-ECSA.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Focus Media Holding Ltd,IPO-FOCM.HK,Hong_Kong,NULL,0,Consumer Discretionary,Media,,,,,,,
Microware Group Ltd,IPO-MIWR.HK,Hong_Kong,79.04,0.324530458,NULL,NULL,,,,,,,-48.75
Fy Financial Shenzhen Co Ltd,IPO-FLFL.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Zheng LI Holdings Ltd,8283.HK,Hong_Kong,530.14,1.213298105,NULL,NULL,,,,,,,73.31932773
OV Group Holdings Ltd,IPO-OVGP.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
China General Nuclear Power Corp,IPO-CGNP.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Huy Vietnam Group Ltd,IPO-HUYV.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Inner Mongolia Shengmu High-Tech Dairy Co Ltd,IPO-INMS.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Zhuhai Blue Ocean Strategy Medical Co Ltd,IPO-ZHBO.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
China Energy Engineering Group Co Ltd,IPO-CEEC.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Markmore Energy Labuan Ltd,IPO-MMEL.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Biel Crystal Manufactory Ltd,IPO-BECM.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
GalaxyCore Inc,IPO-GALA.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Shenzhen Orient Boyaa Technology Co Ltd,IPO-SZDF.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Guandong Dongpeng Ceramics Co Ltd,IPO-GDPC.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
BGI Tech Solutions Co Ltd,IPO-BGIT.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Tiantongyuan Community Management Services Group Ltd,IPO-TTYC.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Rohesen Holdings Ltd,IPO-RHSH.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Catalo Natural Health Ltd,IPO-CLNH.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Golden Classic Biotechnology Group Ltd,IPO-GDCB.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Taikang Insurance Group Inc,IPO-TKLI.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Sinopec Marketing Co Ltd,IPO-SSCL.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Zhou Hei Ya International Holdings Co Ltd,1458.HK,Hong_Kong,2523.75,6.248405011,Consumer Staples,Food Products,,,,,,,23.53823088
RBMS Group Ltd,IPO-RBMS.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Xiabu Xiabu Catering Management Co Ltd,IPO-XIAB.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Okura Holdings KK,IPO-OKRA.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Alpha Era International Holdings Ltd,IPO-ALET.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Silver Rich Finance Holdings Ltd,IPO-SRFH.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Winson Holdings Hong Kong Ltd,IPO-WHHK.HK,Hong_Kong,26.99,0.212461911,NULL,NULL,,,,,,,-20.45454545
Haichang Group Co Ltd,IPO-HACH.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
China Universal Leasing Co Ltd,IPO-CNUL.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Shaanxi Sunfonda Automobile Co Ltd,IPO-SSAM.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Wodinghua Holdings Ltd,IPO-WGHA.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Chit Fai Public Transport Holding Co Ltd,IPO-JYIN.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Cosmo Lady Industrial Co Ltd,IPO-COLI.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Nanxiang Holding Ltd,IPO-NXHG.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Cmon Ltd,IPO-CMON.HK,Hong_Kong,53.38,0.065566266,NULL,NULL,,,,,,,-93.00911854
Shanghai e-Shang Warehousing Services Co Ltd,IPO-SHSW.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Wuhan Optics Valley Union Co Ltd,IPO-WOVA.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
GME Group Holdings Ltd,IPO-GMEG.HK,Hong_Kong,53.34,9.194701908,NULL,NULL,,,,,,,-76.08069164
Rundong Automobile Group Co Ltd,IPO-RDAG.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
GE Capital Aviation Services LLC,IPO-GCAS.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Modern Dental Laboratory Co Ltd,IPO-MDLC.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
PFC Device Corp,IPO-PFCD.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Radiance Group Co Ltd,IPO-KAMF.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Pantronics Holdings Ltd,IPO-PANS.HK,Hong_Kong,80.32,0.121509039,NULL,NULL,,,,,,,-20.3821656
Oceania Green Food Holdings Co Ltd,IPO-OCGF.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
China Railway Materials Commercial Group Corp,IPO-CRWM.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Qingdao Port Group Co Ltd,IPO-QDPG.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
China Railway Signal and Communication Corp,IPO-CRSC.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Shandong Weigao Orthopedic Device Co Ltd,IPO-SDWG.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Bright Food Hong Kong Ltd,IPO-BFHK.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Vistra Geneva SA,IPO-VAGH.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Shanghai Lujiazui International Financial Asset Exchange Co Ltd,IPO-SLJZ.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Baguio Group Ltd,IPO-BAGO.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Silver City Property Investment Holdings Ltd,IPO-SCPI.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Pengai Hospital Management Corp,IPO-PENG.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Yuk Sing Engineering Holdings Ltd,IPO-YSEH.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Head & Shoulders Financial Group Ltd,IPO-HDSH.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
E-Land Fashion China Holdings Ltd,IPO-ELFC.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
AK Medical Holdings Ltd,IPO-AKMD.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Guangdong Adway Construction Group Holdings Co Ltd,IPO-GDAD.HK,Hong_Kong,139.15,0.014767383,NULL,NULL,,,,,,,0.391389431
Gemilang International Ltd,6163.HK,Hong_Kong,56.87,0.037161376,Industrials,Machinery,,,,,,,29.19708029
Universal Terminal (S) Pte Ltd,IPO-UTSP.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Datang Environment Industry Group Co Ltd,1272.HK,Hong_Kong,1289.09,0.002428514,NULL,NULL,,,,,,,-10.58201058
HyalRoute Communication Group Ltd,IPO-HRCG.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Chuangsheng Group Holdings Ltd,IPO-CHSE.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Foo Lum Holdings Ltd,IPO-FULU.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Chutian Dragon Corp Ltd,IPO-CHUT.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
China All Access Group Ltd,IPO-CNAA.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
China Metallic Resources Inc,IPO-CMRS.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Wuhan Optical Valley Allied Group,IPO-WHVA.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Beijing Digitone Electronic Communication Technology Co Ltd,IPO-BDEC.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
China Securities Finance Co Ltd,IPO-CNSE.HK,Hong_Kong,6733.33,2.099311566,NULL,NULL,,,,,,,6.167400881
Sany Heavy Machinery Co Ltd,IPO-SANY.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Ping An Securities Ltd,IPO-PINS.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Shuanghui International Investment Ltd,IPO-SHIH.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Da Sen Holdings Group Ltd,IPO-DSHL.HK,Hong_Kong,148.81,0.653007277,NULL,NULL,,,,,,,84.52380952
Chuan Holdings Pvt Ltd,IPO-CHAN.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Redco Real Estate Co Ltd,IPO-RORE.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Guangzhou Baitian Information Technology Ltd,IPO-GZBI.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
China Precision Material Ltd,IPO-CNPM.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Zhong Da Mining,IPO-ZHDM.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Tian Yuan Group Holdings Ltd,IPO-TIYN.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Ruten Global Inc,IPO-UTGL.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Zhouheiya Food Co Ltd,IPO-HBZH.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Beijing Flyfish Technology Co Ltd,IPO-BFTC.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Asia Health Century International Inc,IPO-AHCI.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Beijing Sunlon,IPO-BJSL.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Huzhou Laohenghe Brewing Co Ltd,IPO-LAHH.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
GenScript Nanjing Co Ltd,IPO-GSTB.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Hebei Yichen Industrial Group Corp Ltd,IPO-HBYI.HK,Hong_Kong,467.33,0.140454049,NULL,NULL,,,,,,,34.10596026
Linekong Entertainment Technology Co Ltd,IPO-LKET.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Spackman Media Group Pte Ltd,IPO-SMGP.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
CCBA International Holdings Ltd,IPO-CCIH.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Hangzhou Jinjiang Group Co Ltd,IPO-HZJJ.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Xiaomi Technology Co Ltd,IPO-XMGP.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Freeway Credit Co Ltd,IPO-FREE.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Yaneng Bio Technology Shenzhen Co Ltd,IPO-YABO.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Lingzhi Environmental Protection Co Ltd,IPO-LZEP.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
HKND Group,IPO-HKND.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Sheung Yue Group Holdings Ltd,1633.HK,Hong_Kong,285.13,0.088266605,Industrials,Construction & Engineering,,,,,,,155.1181102
Sing On Holdings Ltd,IPO-SION.HK,Hong_Kong,912.02,0.406551981,NULL,NULL,,,,,,,201.7142857
Standard Chan's Holdings Ltd,IPO-STAN.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
SKY Light Imaging Ltd,IPO-SYLI.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Foxconn Interconnect Technology Ltd,IPO-FXIT.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Alpine Group Ltd,IPO-ALPG.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Hing Ming Holdings Ltd,IPO-HMGH.HK,Hong_Kong,44.72,0.427173494,NULL,NULL,,,,,,,4.819277108
Shanghai Huahong Group Co Ltd,IPO-SHHH.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
EGL Tours Co Ltd,IPO-ETCL.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Yunnan Water Industry Investment Co Ltd,IPO-YNWI.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Goldway Education Group Ltd,IPO-GWEN.HK,Hong_Kong,18.13,0.010202885,NULL,NULL,,,,,,,-20.58823529
Milestone Builder Holdings Ltd,IPO-MSBD.HK,Hong_Kong,52.44,3.402028658,NULL,NULL,,,,,,,-20.3125
Beijing Konruns Pharmaceutical Co Ltd,IPO-BJKP.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Mengke Holdings Ltd,IPO-MEKH.HK,Hong_Kong,95.10,0.219000746,NULL,NULL,,,,,,,94.73684211
Zhuhai Da Heng Qin Investment Co Ltd,IPO-ZHUH.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
CFP Inc,IPO-CFPI.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Gudou International Holdings Ltd,IPO-GUDI.HK,Hong_Kong,88.16,0.053920132,NULL,NULL,,,,,,,4.47761194
China Tuna Industry Group Holdings Ltd,IPO-CTIG.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
SCP Group Co Ltd,IPO-SZCP.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Fit Boxx Holdings Ltd,IPO-FITB.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Fujian Dali Foods Group Co Ltd,IPO-FDFG.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Enhui Holdings Cayman Ltd,IPO-EHUI.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
MEIGU Technology Holding Group Ltd,IPO-MGTH.HK,Hong_Kong,125.95,0.016101558,NULL,NULL,,,,,,,43.2748538
Morris Holdings Ltd,IPO-MORR.HK,Hong_Kong,179.93,0.051456324,NULL,NULL,,,,,,,1.07E-09
Kunshan Q Technology Co Ltd,IPO-KUNS.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
AAB Group (China) Co Ltd,IPO-AABG.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
China United Insurance Holding Corp,IPO-CNUT.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Linzhou Jian Zong Construction & Engineering Co Ltd,IPO-LZJZ.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Locojoy Inc,IPO-LOJI.HK,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
China Construction Bank Corp,0939.HK,Hong_Kong,203682.26,185.0159791,Financials,Banks,,,,,,,10.48951049
Ping An Insurance Group Co of China Ltd,2318.HK,Hong_Kong,101622.23,150.4256589,Financials,Insurance,,,,,,,5.797101451
Industrial and Commercial Bank of China Ltd,1398.HK,Hong_Kong,247647.76,144.897386,Financials,Banks,,,,,,,7.172995782
China Life Insurance Co Ltd,2628.HK,Hong_Kong,101598.68,97.27314539,Financials,Insurance,,,,,,,20.78651685
Bank of China Ltd,3988.HK,Hong_Kong,193126.85,166.5881164,Financials,Banks,,,,,,,7.102272731
China Shenhua Energy Co Ltd,1088.HK,Hong_Kong,54527.39,47.08105148,Energy,"Oil, Gas & Consumable Fuels",,,,,,,6.580493545
PetroChina Co Ltd,0857.HK,Hong_Kong,198173.65,69.26988946,Energy,"Oil, Gas & Consumable Fuels",,,,,10.79482031,10.79482031,1.481481478
China Petroleum & Chemical Corp,0386.HK,Hong_Kong,100828.95,64.95594599,Energy,"Oil, Gas & Consumable Fuels",,,,,-19.48051948,-19.48051948,11.11111111
